Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
157,"
            Chess King Bronze Bookmark, Chess lover gift, Chess Decor Metal Bookmark, Free Personalized Initials, Chess Art Custom Bookmark.
        ",23.81,23.81,"
                    (111)
                ","
    Etsy’s Pick
"
158,"
            My Daily Fitness Planner -  Wellness Journal (Black Vegan Leather) - luxury gift for her, gym planner and meal planner
        ",33.16,33.16,"
                    (9,587)
                ","
    Etsy’s Pick
"
159,"
            Christmas Gift Leather Journal Refillable Notebook Personalized Gift, Leather Notebook, Travel Journal, A5 Notebook Cover, Leather Diary
        ",30.00,50.00,"
                    (6,855)
                ",No badge
160,"
            Metal Bookmark Personalised with hand stamped message,  religious proverbs, quotes for book lovers, teacher gift - Book club - graduation
        ",43.50,43.50,"
                    (5,674)
                ","
    Etsy’s Pick
"
161,"
            Personalized Hand Crafted Top Grain Leather Travel Journal and Organizer, Padfolio with Pencil Holder, Customized Notepad and Zipper Closure
        ",29.99,59.98,"
                    (26,629)
                ",No badge
162,"
            Handmade Wood Bookmark, Engraved Flower Bookmark, Sunflower Bookmark, Laser Engraved, Custom Bookmark, Handmade, Gift For Him, Gift For Her
        ",10.00,10.00,"
                    (35)
                ",No badge
163,"
            Personalized guitar pick with case for Valentines day, Gift for Dad, Wooden guitar pick, Personalized pick, Gifts for him, Guitar pick
        ",8.69,29.95,"
                    (3,770)
                ",No badge
164,"
            Shadow Work Journal Shadow Work Prompts Journal Therapy Journal Inner Child Healing Spiritual Journal for iPad Digital Journal Goodnotes
        ",10.35,15.94,"
                    (337)
                ",No badge
165,"
            Relationship Journal & Couples Keepsake| anniversary gifts for boyfriend, girlfriend | engagement | long distance gift, guided journal
        ",19.19,23.99,"
                    (83)
                ",No badge
166,"
            Beautiful Walnut LP Holder - Record Stand - Vinyl Hold - Beeswax Finish -Play and Display
        ",50.00,50.00,"
                    (336)
                ","
    Etsy’s Pick
"
167,"
            Personalized Bronze Guitar Pick, Custom Message Pick, Handcrafted, Men's Gift, Husband, Boyfriend Gift, Free Shipping
        ",42.00,42.00,"
                    (1,570)
                ","
    Etsy’s Pick
"
168,"
            Functional Steampunk Bookmark with Watch Movement - Ideal Accessory for Bookworms
        ",31.90,31.90,"
                    (3,985)
                ","
    Etsy’s Pick
"
169,"
            Personalized Gold and Silver Flake Resin Bookmark/Handmade Custom Name Bookmark
        ",9.00,9.00,"
                    (1,689)
                ","
    Etsy’s Pick
"
170,"
            Calendrier perpétuel des fruits et légumes de saison
        ",10.20,10.20,"
                    (733)
                ","
    Etsy’s Pick
"
171,"
            Grandparent Memory Book & Photo Album: New Grandma Gift | Keepsake Scrapbook for Mom Dad Nana Grandpa | Christmas Gift for Parents
        ",28.00,28.00,"
                    (12,270)
                ","
    Etsy’s Pick
"
172,"
            ADHD Planner, ADHD Digital Planner, Printable, Daily Planner, Medication & Habit Tracker, ADHD Planner Adult, Cleaning and Meal Planner
        ",5.95,16.99,"
                    (3)
                ",No badge
173,"
            Custom Hand Embroidered Notebook, Handmade Fabric Notebook, Custom diary, Daisy Notebook, Fabric Hard Cover Journal, Personalized Notebook
        ",53.55,63.00,"
                    (811)
                ",No badge
174,"
            Couples Journal & Keepsake | anniversary gifts for boyfriend, girlfriend | long distance relationship gift, deployment gift | pocket sized
        ",14.39,17.99,"
                    (83)
                ",No badge
175,"
            Christmas Gift, Personalised custom Leather Bookmark, Bookworm gift, for her,  Engraved  Quote & Initials, Handmade Gift Birthday
        ",11.39,18.99,"
                    (3,778)
                ",No badge
176,"
            Personalised Recipe Book - A5 Notebook -  Gingham Notebook -  A5 Blank Notebook - A5 Lined Journal - Recipe Journal - Cook Book
        ",47.85,47.85,"
                    (379)
                ","
    Etsy’s Pick
"
177,"
            The Traditional 8 Gate Compass Feng Shui Bagua to help manifest abundance and success
        ",5.13,6.85,"
                    (32)
                ",No badge
178,"
            6500+ ChatGPT Prompts for Social Media Engagement on Instagram, TikTok, Twitter, Facebook, Pinterest | Instant Download, Ready-to-Use
        ",2.00,4.99,"
                    (2)
                ",No badge
179,"
            Stick pick | Set of 7 flexible guitar picks made of real wood | In various strengths | handmade in Germany
        ",13.53,13.53,"
                    (57)
                ",No badge
180,"
            Custom Leather iPad Cases, Antic Brown Leather iPad Sleeve, iPad Pro 12.9, Pro 11, 10.9, 10.5, 10.2, Mini, Portfolio Case with apple pencil
        ",55.48,92.47,"
                    (10,559)
                ",No badge
181,"
            Personalized Japan Travel Journal with Vintage Map, Pockets and Envelopes, Small Notebook for Big Adventure, Tokyo Trip Diary
        ",48.00,48.00,"
                    (1,839)
                ","
    Etsy’s Pick
"
182,"
            Tropical bird bookmarks- toucan, macaw, lovebird and hummingbird
        ",11.96,11.96,"
                    (9,438)
                ","
    Etsy’s Pick
"
183,"
            Leather Recipe Book Personalized CookBook Binder Blank Recipe Book Family Recipe Book Cooking Journal Birthday Gift for Mom Daughter Sister
        ",16.20,27.00,"
                    (2,472)
                ",No badge
184,"
            Coloring book, Animals on bikes, the forest to the town, English version
        ",16.31,16.31,"
                    (2,540)
                ","
    Etsy’s Pick
"
185,"
            Custom 2024 planner | personalized planner 2024 | weekly planner | wire bound planner |  academic year planner |  Kraft Soft Cover
        ",25.00,25.00,"
                    (15,838)
                ","
    Etsy’s Pick
"
186,"
            Postpartum Grace Guide: A Day-by-Day Message and Inspirational Journal for New Moms
        ",23.00,23.00,"
                    (951)
                ","
    Etsy’s Pick
"
187,"
            Custom Wedding Guest Book leather rustic wedding guest book with wedding rings and names bridal shower engagement anniversary
        ",195.00,195.00,"
                    (1,095)
                ","
    Etsy’s Pick
"
188,"
            Leather Journals Dark Green- Free Personalised Initials. Sketchbook, Notebook, Scrapbook, Wedding, 3rd Anniversary, Luxury Gift
        ",42.53,42.53,"
                    (899)
                ","
    Etsy’s Pick
"
189,"
            4 PLANET guitar picks, Custom Guitar Pick, Custom Guitar Picks, Personalized Guitar Pick
        ",8.00,8.00,"
                    (1,653)
                ","
    Etsy’s Pick
"
190,"
            Reading Penguin Bookmark, Small Personalized Bookish Gift for Penguin Loving Bookworms, Stocking Filler for Avid Readers,
        ",22.99,22.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
191,"
            Personalised Initial Leather Heart Page Corner Bookmark
        ",12.76,15.95,"
                    (14,180)
                ",No badge
192,"
            A6 Space Notebook, Stars Diary, Starry Sky , Old Paper, Galaxy Book, Art Journal, astronomy writing journal, travel book
        ",42.00,42.00,"
                    (831)
                ","
    Etsy’s Pick
"
193,"
            Birthday Gift | Personalized Children's Book - What Will Your Child Be? An ABC Story! | Personalised ABC Book for Kids | Ages 3 to 8
        ",14.99,29.99,"
                    (1,058)
                ",No badge
194,"
            Ignite Adult Coloring Book - 50+ Pages of Quotes, Affirmations, & Floral Design to Ignite the Fearless Femme Within - Digital Download
        ",3.99,3.99,"
                    (5)
                ",No badge
195,"
            Flowers in a Cloche Coloring Book, 50 Pages of Coloring, Flower coloring pages, Pencil coloring book
        ",1.87,7.50,"
                    (4)
                ",No badge
196,"
            Floral Coloring Pages - Digital instant download - for adults, teens, kids
        ",1.49,1.49,0,No badge
197,"
            Personalized Wooden Guitar Picks with Case, Engraved Guitar Plectrum Box, Custom Pick Holder, Groomsmen Gifts, Father's Day Gift
        ",8.58,13.20,"
                    (2,224)
                ",No badge
198,"
            Pocket Size Notebook with a Pen, Refillable Leather Cover for Extra Small Moleskine Volant, Mini Journal Cover Personalized, 5 colors
        ",35.00,35.00,"
                    (7,399)
                ","
    Etsy’s Pick
"
199,"
            Outdoor Xylophone, Bell Tree, Metallophone
        ",45.00,45.00,"
                    (695)
                ","
    Etsy’s Pick
"
200,"
            Seas the Day Photo Album, Personalized Vacation Travel Album, 4x6 Photo Album, Wood Album, Gift for Parents, Hilton Head Island, Seaside PA9
        ",79.99,79.99,"
                    (1,110)
                ","
    Etsy’s Pick
"
201,"
            Philosophy Cloth Book for Babies
        ",44.00,44.00,"
                    (736)
                ","
    Etsy’s Pick
"
202,"
            New Cat Picks!  Set of 4
        ",9.95,9.95,"
                    (626)
                ","
    Etsy’s Pick
"
203,"
            Vintage Cowboy Books, Western Book Set, Wild West Horses, Book Covers, Cowboys and Indians
        ",85.00,85.00,"
                    (931)
                ","
    Etsy’s Pick
"
204,"
            Monstera Albo Plant Bookmark, Book Lover Gift, Bookmarks with Tassel, Book Club Gift, Plant Mom, Plant Parent, Bookworm,
        ",5.00,5.00,"
                    (41)
                ","
    Etsy’s Pick
"
205,"
            Recycled Vintage Silver Plate Spoon Bookmark. Book worm lovers unique gift idea. Fell Asleep Here. Hand Stamped, repurposed Australian made
        ",22.03,22.03,"
                    (1,767)
                ","
    Etsy’s Pick
"
206,"
            Personalized Wooden Bookends, Pair of Bookends for Shelves, Desk Book End For Heavy Duty Book, Non-Slip Bookends, Custom Book Storage
        ",18.00,24.00,"
                    (394)
                ",No badge
207,"
            4 bookmarks ""cats, charms and sorceries"" cat
        ",6.80,6.80,"
                    (2,342)
                ","
    Etsy’s Pick
"
208,"
            Customizable Pressed Laminated Floral Bookmarks, Real Dried Flowers, Made To Order, Personalizable, Handmade
        ",12.99,12.99,"
                    (1,645)
                ","
    Etsy’s Pick
"
209,"
            Pure Neoro New Advanced Formula Supplement 3 packs
        ",79.89,79.89,"
                    (87)
                ",No badge
210,"
            The Ultimate Fashion Show Survival Guide
        ",20.00,20.00,0,No badge
211,"
            Posing Guide With Prompts for Wedding & Engagement Photographers, Posing for entire wedding day, bridal party posing, groom posing
        ",13.59,13.59,0,No badge
212,"
            Small Business Bookkeeping Spreadsheet, Income and Expense Tracker, Google Sheets Bookkeeping Tracker, Google Sheets Bookkeeping Template
        ",8.03,9.45,"
                    (219)
                ",No badge
